id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,user,followers,friends,hashtags,place,coordinates,favorites
1498706385411977216,Tue Mar 01 17:07:01 +0000 2022,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","NBA Yesterday’s DFS Winning Lineups from 2/28/2022 on @DraftKings, @FanDuel &amp; @YahooFantasy 
https://t.co/1DiOgZJC6c",NBA Yesterday ’ DFS Winning Lineups /28/2022 amp,"Sentiment(polarity=0.5, subjectivity=0.75)",0.5,0.75,en,0,0,"{'id': 1104088403841351682, 'id_str': '1104088403841351682', 'name': 'Awesemo NBA DFS', 'screen_name': 'AwesemoNBA', 'location': 'Chicago, IL', 'description': 'Brought to you by your friends at @Awesemo_com, we are your one-stop shop for all things #NBA #DFS. Breaking news provided by @Newzgod_dfs.', 'url': 'https://t.co/AM8L0GWP33', 'entities': {'url': {'urls': [{'url': 'https://t.co/AM8L0GWP33', 'expanded_url': 'https://www.awesemo.com/nba/', 'display_url': 'awesemo.com/nba/', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 20242, 'friends_count': 256, 'listed_count': 243, 'created_at': 'Fri Mar 08 18:36:03 +0000 2019', 'favourites_count': 4147, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 40570, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1206421733756018688/lQL3iAJ__normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1206421733756018688/lQL3iAJ__normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1104088403841351682/1576468334', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",20242,256,,"DraftKings, FanDuel, YahooFantasy","Chicago, IL",
1498706182692909058,Tue Mar 01 17:06:13 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@FanDuel @dkm14 @thecheckdown Remember he put on zero numbers in college. Wouldn’t say this was a can’t miss. But yes he had potential.,Remember put zero numbers college Wouldn ’ say ’ miss But yes potential,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,0,0,"{'id': 2810048887, 'id_str': '2810048887', 'name': 'James Emsley', 'screen_name': 'EmsleyJames', 'location': 'Philadelphia, PA', 'description': 'born 1-18-1986. pc building, local 420 steam fitter , best parlay gambler a live', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 33, 'friends_count': 474, 'listed_count': 2, 'created_at': 'Sun Sep 14 19:30:24 +0000 2014', 'favourites_count': 117, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2917, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/863770346306097155/qh99oXxw_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/863770346306097155/qh99oXxw_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2810048887/1494773874', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",33,474,,"FanDuel, dkm14, thecheckdown","Philadelphia, PA",
1498706108889796613,Tue Mar 01 17:05:55 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dkm14: Good Times…… Good times,Good Times…… Good times,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001,en,0,122,"{'id': 1426008704546217988, 'id_str': '1426008704546217988', 'name': 'Paul S Fuimaono', 'screen_name': 'p_fuimaono18', 'location': 'Seattle, WA', 'description': 'SAM🥥AN 🇦🇸🌴| #JUCOPRODUCT | OL @ Sacramento State | @boostmobile Athlete', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 485, 'friends_count': 351, 'listed_count': 0, 'created_at': 'Fri Aug 13 02:32:32 +0000 2021', 'favourites_count': 1102, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 488, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1479549717990105091/eXMcg9DW_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1479549717990105091/eXMcg9DW_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1426008704546217988/1641586983', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",485,351,,dkm14,"Seattle, WA",
1498706088715186179,Tue Mar 01 17:05:50 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dkm14: Good Times…… Good times,Good Times…… Good times,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001,en,0,122,"{'id': 2527439093, 'id_str': '2527439093', 'name': 't', 'screen_name': 'quueene9', 'location': 'they/them', 'description': '🅿️esbian or whatever future said', 'url': 'https://t.co/68aJP2OIZt', 'entities': {'url': {'urls': [{'url': 'https://t.co/68aJP2OIZt', 'expanded_url': 'https://blacklivesmatters.carrd.co/', 'display_url': 'blacklivesmatters.carrd.co', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 754, 'friends_count': 742, 'listed_count': 2, 'created_at': 'Sun May 04 07:26:34 +0000 2014', 'favourites_count': 24736, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 28958, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1490822840446164995/90lAfgL2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1490822840446164995/90lAfgL2_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2527439093/1644788691', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",754,742,,dkm14,they/them,
1498706046726152198,Tue Mar 01 17:05:40 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Temple_350: i feel like imma hit on fanduel this month 🤞🏾,feel like imma hit fanduel month 🤞,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,"{'id': 202456171, 'id_str': '202456171', 'name': 'Bhris', 'screen_name': 'Chris__911', 'location': 'NYC ', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 445, 'friends_count': 514, 'listed_count': 2, 'created_at': 'Thu Oct 14 02:26:19 +0000 2010', 'favourites_count': 5509, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 47769, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1435785685865279488/oWdZ9kpD_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1435785685865279488/oWdZ9kpD_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/202456171/1498088429', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",445,514,,Temple_350,NYC ,
1498706023921692673,Tue Mar 01 17:05:35 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@une4i @AGerv88 @realTHards23 @____kvng_____ @Wikitaytay @FanDuel Everyone in the top 10 for passing TDs will get i… https://t.co/0jCjPpdcq8,Everyone top passing TDs get i…,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,en,2,0,"{'id': 251151601, 'id_str': '251151601', 'name': 'Jackson Blankenship', 'screen_name': 'BigLaurelBeast', 'location': 'North Carolina, USA', 'description': '""Don\'t look for a good time, BE a good time."" Family, Friends, the Carolina Panthers, Carolina Hurricanes, Charlotte Hornets , CLTFC', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 646, 'friends_count': 806, 'listed_count': 9, 'created_at': 'Sat Feb 12 15:04:20 +0000 2011', 'favourites_count': 26102, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 5562, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1403036457137283072/M9waY53T_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1403036457137283072/M9waY53T_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/251151601/1623344837', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",646,806,,"une4i, AGerv88, realTHards23, ____kvng_____, Wikitaytay, FanDuel","North Carolina, USA",
1498705956586201089,Tue Mar 01 17:05:19 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dkm14: Good Times…… Good times,Good Times…… Good times,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001,en,0,122,"{'id': 1363066884, 'id_str': '1363066884', 'name': 'Feb 20', 'screen_name': 'Terrell_McKay', 'location': '', 'description': 'What’s Next?', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 631, 'friends_count': 560, 'listed_count': 2, 'created_at': 'Thu Apr 18 22:56:35 +0000 2013', 'favourites_count': 50867, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 53584, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1493965419962515465/jxda3hy3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1493965419962515465/jxda3hy3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1363066884/1620281921', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",631,560,,dkm14,,
1498705899690594308,Tue Mar 01 17:05:05 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Why is @PrizePicks playing with the 🌮’s today 

 #sportsbetting picks follow me #itsfree #parlay #PlayerProps… https://t.co/4CVBYcmaFC",Why playing ’ today picks follow …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,"{'id': 1496670095803928578, 'id_str': '1496670095803928578', 'name': 'JUGGSPORTS', 'screen_name': 'JUGGSPORTS', 'location': 'Atlanta, GA', 'description': 'Welcome to JUGGSPORTS                      DFS picks, Single games, Parlay’s, Player Props, I got you covered', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 39, 'friends_count': 26, 'listed_count': 1, 'created_at': 'Thu Feb 24 02:15:46 +0000 2022', 'favourites_count': 58, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 80, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1496671564372267011/SXLELLGS_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1496671564372267011/SXLELLGS_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1496670095803928578/1645701414', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",39,26,"sportsbetting, itsfree, parlay, PlayerProps",PrizePicks,"Atlanta, GA",
1498705886218444802,Tue Mar 01 17:05:02 +0000 2022,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","NHL @FanDuel Fantasy Hockey Cheat Sheet: NHL DFS Picks Today | Kyle Connor 3/1/22
https://t.co/DfeGVG8u1a",NHL Fantasy Hockey Cheat Sheet NHL DFS Picks Today Kyle Connor /1/22,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,"{'id': 956198970203738113, 'id_str': '956198970203738113', 'name': 'Awesemo', 'screen_name': 'Awesemo_Com', 'location': 'Chicago, IL', 'description': 'https://t.co/Oufff6qwoZ -- daily fantasy sports projections, tools, and content from the #1 team in #DFS.   \n\nhttps://t.co/GibPxZwHAH | https://t.co/1gJCy8ey5f', 'url': 'https://t.co/o1LZIv5Iip', 'entities': {'url': {'urls': [{'url': 'https://t.co/o1LZIv5Iip', 'expanded_url': 'http://www.awesemo.com', 'display_url': 'awesemo.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/Oufff6qwoZ', 'expanded_url': 'http://Awesemo.com', 'display_url': 'Awesemo.com', 'indices': [0, 23]}, {'url': 'https://t.co/GibPxZwHAH', 'expanded_url': 'http://awese.moe/youtube', 'display_url': 'awese.moe/youtube', 'indices': [110, 133]}, {'url': 'https://t.co/1gJCy8ey5f', 'expanded_url': 'http://awese.moe/IG', 'display_url': 'awese.moe/IG', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 38268, 'friends_count': 646, 'listed_count': 409, 'created_at': 'Wed Jan 24 16:16:14 +0000 2018', 'favourites_count': 23414, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 104002, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1206425680302542851/NhX4Xucg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1206425680302542851/NhX4Xucg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/956198970203738113/1570112014', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",38268,646,,FanDuel,"Chicago, IL",
1498705841079259137,Tue Mar 01 17:04:51 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@lavalovers @FanDuel @dkm14 @thecheckdown Ummmm how is he overrated?😂,Ummmm overrated,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,18,0,"{'id': 1401327284590571522, 'id_str': '1401327284590571522', 'name': 'BPete1968', 'screen_name': 'ZayCappin', 'location': '', 'description': '#dubnation #WarriorsFan', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 55, 'friends_count': 109, 'listed_count': 0, 'created_at': 'Sat Jun 05 23:57:23 +0000 2021', 'favourites_count': 31053, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1434, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1492379308349747200/-SgC-8xY_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1492379308349747200/-SgC-8xY_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",55,109,,"lavalovers, FanDuel, dkm14, thecheckdown",,
1498705782229151750,Tue Mar 01 17:04:37 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",What i just cooked up on fanduel https://t.co/GJ75jznKRt,What cooked fanduel,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,10,0,"{'id': 1361135762452979723, 'id_str': '1361135762452979723', 'name': 'Anthony🇵🇷🇵🇸', 'screen_name': 'bori_antt', 'location': 'New York ', 'description': 'I....... WILL.NOT.LOSE.EVER', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 747, 'friends_count': 314, 'listed_count': 4, 'created_at': 'Mon Feb 15 02:10:40 +0000 2021', 'favourites_count': 1577, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 14591, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1470092503693021186/wrKMA8-N_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1470092503693021186/wrKMA8-N_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1361135762452979723/1641840798', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",747,314,,,New York ,
1498705755926675459,Tue Mar 01 17:04:31 +0000 2022,"<a href=""https://www.placeholder.com"" rel=""nofollow"">bnb-competition9</a>","RT @TheVolumeSports: Who's the best bet to win NBA MVP? AI has The Answer...

@FDSportsbook 👉 https://t.co/dgWma3S1KW https://t.co/7wd9ho3j…",Who 's best bet win NBA MVP AI The Answer ...,"Sentiment(polarity=0.9, subjectivity=0.35)",0.9,0.35,en,0,4,"{'id': 4867472865, 'id_str': '4867472865', 'name': 'Ben B', 'screen_name': 'bnb952', 'location': 'United Kingdom', 'description': 'Coffee advocate. Student. Award-winning introvert. Internet lurker. Devoted troublemaker. Animal lover.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 4731, 'friends_count': 5205, 'listed_count': 2054, 'created_at': 'Sun Jan 31 22:44:24 +0000 2016', 'favourites_count': 31390, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 565013, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0099B9', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/693928729312169989/D9-3M9bj_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/693928729312169989/D9-3M9bj_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4867472865/1454332792', 'profile_link_color': '0099B9', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",4731,5205,,"TheVolumeSports, FDSportsbook",United Kingdom,
1498705753024208901,Tue Mar 01 17:04:30 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@svmichanco @FanDuel @dkm14 @thecheckdown Dk did the same thing just had 1 less TD than AJ brown,Dk thing less TD AJ brown,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.06666666666666667)",-0.16666666666666666,0.06666666666666667,en,27,0,"{'id': 1401327284590571522, 'id_str': '1401327284590571522', 'name': 'BPete1968', 'screen_name': 'ZayCappin', 'location': '', 'description': '#dubnation #WarriorsFan', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 55, 'friends_count': 109, 'listed_count': 0, 'created_at': 'Sat Jun 05 23:57:23 +0000 2021', 'favourites_count': 31053, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1434, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1492379308349747200/-SgC-8xY_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1492379308349747200/-SgC-8xY_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",55,109,,"svmichanco, FanDuel, dkm14, thecheckdown",,
1498705712947421184,Tue Mar 01 17:04:21 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @LineMoversLLCx: 3 Unit Top Play posted for subscribers. 

11-3 on 3U plays since being with @DubClub_win 

This is a early play that go…",Unit Top Play posted subscribers -3 U plays since This early play go…,"Sentiment(polarity=0.3, subjectivity=0.4)",0.3,0.4,en,0,4,"{'id': 786705652219600900, 'id_str': '786705652219600900', 'name': 'WAM', 'screen_name': 'TROTWAM', 'location': 'Compton, CA', 'description': '#GamblingTwitter #WAMTalk #WAMBubbling #NRFIWAM', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 5097, 'friends_count': 913, 'listed_count': 73, 'created_at': 'Thu Oct 13 23:10:18 +0000 2016', 'favourites_count': 121482, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 68552, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1345448586096439296/i4PbHNI3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1345448586096439296/i4PbHNI3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/786705652219600900/1590123003', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",5097,913,,"LineMoversLLCx, DubClub_win","Compton, CA",
